user_id;registration_date;payment_date;revenue;payment_service_id;payment_provider;place;country;product_id
114433758;06.11.2017 15:25;10.11.2017 17:35;6305;19;Деньги от Payment Ninja;autorefill;AR;pn.coins.40.5
114127051;19.10.2017 6:03;04.11.2017 8:53;4732;147;Деньги от Google Play;promo.key31;CL;com.topface.topface.sub.vip.month.5
114202962;24.10.2017 0:12;31.10.2017 2:12;10153;147;Деньги от Google Play;TrialVipPopup;US;com.topface.topface.sub.trial.vip.month.10.v2
114150804;20.10.2017 20:39;26.10.2017 6:26;2366;67;Деньги от Google Play;EmptyLikes;ES;com.topface.topface.likes.100.3
114324983;31.10.2017 12:40;03.11.2017 16:25;6292;147;Деньги от Google Play;promo.key31;CH;com.topface.topface.sub.vip.month.5
114107324;17.10.2017 21:05;17.10.2017 22:35;6292;147;Деньги от Payment Ninja;AutoReplyMessage;FR;pn..sub.vip.month.5
114235098;26.10.2017 1:40;30.10.2017 9:01;1261;19;Деньги от Payment Ninja;EmptyLikes;IT;pn.coins.6.1
114433442;06.11.2017 15:06;07.11.2017 13:54;1482;68;Деньги от PaymentWall (mobile);none;PT;com.topface.topface.buy.sms.vip.day.10
114057442;14.10.2017 23:30;14.10.2017 23:32;2730;67;Деньги от Google Play;EmptyLikes;US;com.topface.topface.likes.100.3
114162603;21.10.2017 15:15;22.10.2017 16:37;4758;147;Деньги от Google Play;AutoReplyMessage;CH;com.topface.topface.sub.vip.month.5
114146584;20.10.2017 14:49;15.11.2017 2:15;1261;19;Деньги от Payment Ninja;Menu;AR;pn.coins.6.1
114112554;18.10.2017 6:29;22.10.2017 19:16;6292;147;Деньги от Payment Ninja;promo.key31;US;pn..sub.vip.month.5
114083215;16.10.2017 11:26;17.10.2017 11:52;3783;67;Деньги от Payment Ninja;EmptyLikes;GB;pn.likes.100.3
114142687;20.10.2017 8:38;20.10.2017 8:41;5135;147;Деньги от Google Play;AutoReplyMessage;GB;com.topface.topface.sub.vip.month.5
114304261;30.10.2017 5:06;08.11.2017 19:12;9087;147;Деньги от Google Play;TrialVipPopup;US;com.topface.topface.sub.trial.vip.month.10.v2
114112554;18.10.2017 6:29;22.10.2017 8:23;3783;67;Деньги от Payment Ninja;EmptyLikes;US;pn.likes.100.3
114338266;01.11.2017 8:36;03.11.2017 19:07;6292;147;Деньги от Payment Ninja;promo.key31;CL;pn..sub.vip.month.5
114083215;16.10.2017 11:26;19.10.2017 18:34;6305;19;Деньги от Payment Ninja;autorefill;GB;pn.coins.40.5
114264996;27.10.2017 23:39;29.10.2017 10:39;6370;147;Деньги от Google Play;LeftMenu;ES;com.topface.topface.sub.vip.month.5
114320583;31.10.2017 4:43;03.11.2017 21:14;3783;67;Деньги от Payment Ninja;EmptyLikes;US;pn.likes.100.3
114319510;31.10.2017 2:07;01.11.2017 23:19;3913;146;Деньги от Google Play;EmptyLikes;IT;com.topface.topface.sub.coins.month.40.5
114411413;05.11.2017 16:32;09.11.2017 15:34;728;146;Деньги от Google Play;EmptyLikes;FR;com.topface.topface.sub.coins.month.6.1
114086884;16.10.2017 16:01;16.10.2017 20:41;63037;147;Деньги от Payment Ninja;LeftMenu;ES;pn.sub.vip.year.50
114310295;30.10.2017 15:22;30.10.2017 16:18;1261;19;Деньги от Payment Ninja;autorefill;ES;pn.coins.6.1
114254267;27.10.2017 9:35;31.10.2017 11:52;3913;19;Деньги от Google Play;EmptyLikes;IT;com.topface.topface.coins.40.5
114223501;25.10.2017 10:44;02.11.2017 12:44;13208;147;Деньги от Google Play;TrialVipPopup;AU;com.topface.topface.sub.trial.vip.month.13
114419811;05.11.2017 22:28;06.11.2017 14:40;2314;67;Деньги от Google Play;EmptyLikes;BE;com.topface.topface.likes.100.3
114254267;27.10.2017 9:35;29.10.2017 15:26;728;19;Деньги от Google Play;EmptyLikes;IT;com.topface.topface.coins.6.1
114150804;20.10.2017 20:39;20.10.2017 20:43;6474;147;Деньги от Google Play;LeftMenu;ES;com.topface.topface.sub.vip.month.5
114044118;14.10.2017 2:54;14.10.2017 2:57;4537;147;Деньги от Google Play;Dating;US;com.topface.topface.sub.vip.month.5
114310295;30.10.2017 15:22;02.11.2017 13:48;3783;67;Деньги от Payment Ninja;Gifts;ES;pn.likes.100.3
114242155;26.10.2017 14:51;31.10.2017 15:20;3783;67;Деньги от Payment Ninja;EmptyLikes;CL;pn.likes.100.3
114254267;27.10.2017 9:35;29.10.2017 15:26;728;146;Деньги от Google Play;EmptyLikes;IT;com.topface.topface.sub.coins.month.6.1
114306782;30.10.2017 10:14;06.11.2017 12:31;11102;147;Деньги от Google Play;TrialVipPopup;IL;com.topface.topface.sub.trial.vip.month.10.v2
114495950;10.11.2017 4:59;12.11.2017 11:45;3783;67;Деньги от Payment Ninja;EmptyLikes;IL;pn.likes.100.3
114142687;20.10.2017 8:38;26.10.2017 8:55;3614;19;Деньги от Google Play;Menu;GB;com.topface.topface.coins.40.5
114469287;08.11.2017 15:19;08.11.2017 15:25;3692;67;Деньги от PaymentWall (mobile);none;US;com.topface.topface.buy.sms.likes.1
114465731;08.11.2017 9:55;08.11.2017 10:30;4693;147;Деньги от Google Play;LeftMenu;GB;com.topface.topface.sub.vip.month.5
114104412;17.10.2017 17:29;24.10.2017 19:45;12935;147;Деньги от Google Play;TrialVipPopup;BE;com.topface.topface.sub.trial.vip.month.10.v2
114162603;21.10.2017 15:15;22.10.2017 13:38;8346;146;Деньги от Google Play;EmptyLikes;CH;com.topface.topface.sub.coins.month.100.10
114159391;21.10.2017 11:05;26.10.2017 10:52;3900;147;Деньги от Google Play;AutoReplyMessage;ES;com.topface.topface.sub.vip.month.5
114071012;15.10.2017 18:51;05.11.2017 16:02;3900;146;Деньги от Google Play;Menu;FR;com.topface.topface.sub.coins.month.40.5
114043038;14.10.2017 0:54;23.10.2017 12:31;12727;147;Деньги от Google Play;TrialVipPopup;US;com.topface.topface.sub.trial.vip.month.13
114416867;05.11.2017 20:23;06.11.2017 16:04;481;19;Деньги от PaymentWall (mobile);none;CL;com.topface.topface.buy.sms.coins.8
114496721;10.11.2017 6:38;10.11.2017 16:33;6292;147;Деньги от Payment Ninja;LeftMenu;AR;pn..sub.vip.month.5
114136853;19.10.2017 21:42;19.10.2017 21:46;4914;147;Деньги от Google Play;LeftMenu;AE;com.topface.topface.sub.vip.month.5
114433758;06.11.2017 15:25;08.11.2017 5:22;6305;19;Деньги от Payment Ninja;EmptyLikes;AR;pn.coins.40.5
114263113;27.10.2017 21:26;27.10.2017 22:30;81796;147;Деньги от Google Play;LeftMenu;AE;com.topface.topface.sub.vip.year.90
114499937;10.11.2017 11:45;11.11.2017 4:20;4004;146;Деньги от Google Play;EmptyLikes;AR;com.topface.topface.sub.coins.month.40.5
114301180;30.10.2017 0:21;01.11.2017 22:36;2327;67;Деньги от Google Play;EmptyMutual;DE;com.topface.topface.likes.100.3
114236961;26.10.2017 6:37;26.10.2017 6:51;4095;147;Деньги от Google Play;none;ES;com.topface.topface.sub.vip.month.5
114203615;24.10.2017 1:15;28.10.2017 18:06;2145;67;Деньги от Google Play;Fans;GB;com.topface.topface.likes.100.3
114495950;10.11.2017 4:59;12.11.2017 11:40;3783;67;Деньги от Payment Ninja;EmptyLikes;IL;pn.likes.100.3
114242155;26.10.2017 14:51;30.10.2017 1:36;6292;147;Деньги от Payment Ninja;PopularUserBlockDialog;CL;pn..sub.vip.month.5
114138198;19.10.2017 23:20;02.11.2017 2:24;4537;147;Деньги от Google Play;promo.key31;US;com.topface.topface.sub.vip.month.5
114420248;05.11.2017 22:46;05.11.2017 23:26;10608;68;Деньги от PaymentWall (mobile);none;BE;com.topface.topface.buy.vip.day.20
114451427;07.11.2017 13:38;07.11.2017 22:30;6292;147;Деньги от Payment Ninja;AutoReplyMessage;US;pn..sub.vip.month.5
114324983;31.10.2017 12:40;04.11.2017 14:16;3900;146;Деньги от Google Play;EmptyLikes;CH;com.topface.topface.sub.coins.month.40.5
114306782;30.10.2017 10:14;03.11.2017 14:02;6305;19;Деньги от Payment Ninja;autorefill;IL;pn.coins.40.5
114495950;10.11.2017 4:59;13.11.2017 0:14;1261;19;Деньги от Payment Ninja;EmptyLikes;IL;pn.coins.6.1
114209694;24.10.2017 13:34;06.11.2017 22:49;12649;147;Деньги от Google Play;TrialVipPopup;FR;com.topface.topface.sub.trial.vip.month.10.v2
114453084;07.11.2017 15:43;08.11.2017 19:01;871;19;Деньги от Google Play;EmptyLikes;IL;com.topface.topface.coins.6.1
114325133;31.10.2017 12:53;08.11.2017 14:58;9087;147;Деньги от Google Play;TrialVipPopup;US;com.topface.topface.sub.trial.vip.month.10.v2
114123337;18.10.2017 22:22;18.10.2017 22:39;1261;19;Деньги от Payment Ninja;Gifts;IT;pn.coins.6.1
114304261;30.10.2017 5:06;31.10.2017 18:39;2730;67;Деньги от Google Play;Gifts;US;com.topface.topface.likes.100.3
114112554;18.10.2017 6:29;24.10.2017 6:11;1261;19;Деньги от Payment Ninja;Menu;US;pn.coins.6.1
114242155;26.10.2017 14:51;02.11.2017 21:31;6305;19;Деньги от Payment Ninja;EmptyLikes;CL;pn.coins.40.5
114495950;10.11.2017 4:59;13.11.2017 0:24;1261;19;Деньги от Payment Ninja;autorefill;IL;pn.coins.6.1
114342873;01.11.2017 15:54;06.11.2017 2:16;6292;147;Деньги от Payment Ninja;UserProfileFragment;FR;pn..sub.vip.month.5
114264609;27.10.2017 23:10;27.10.2017 23:38;2756;68;Деньги от PaymentWall (mobile);none;US;com.topface.topface.buy.sms.vip.day.10
114419811;05.11.2017 22:28;06.11.2017 14:41;3913;146;Деньги от Google Play;EmptyLikes;BE;com.topface.topface.sub.coins.month.40.5
114413002;05.11.2017 17:44;13.11.2017 19:45;16952;147;Деньги от Google Play;TrialVipPopup;IT;com.topface.topface.sub.trial.vip.month.13
114254267;27.10.2017 9:35;28.10.2017 13:08;2314;67;Деньги от Google Play;EmptyLikes;IT;com.topface.topface.likes.100.3
114060886;15.10.2017 5:41;16.10.2017 8:30;6292;147;Деньги от Payment Ninja;promo.key31;US;pn..sub.vip.month.5
114106646;17.10.2017 20:21;04.11.2017 4:57;6422;147;Деньги от Google Play;promo.key31;US;com.topface.topface.sub.vip.month.5
114281696;29.10.2017 2:08;04.11.2017 17:39;1261;19;Деньги от Payment Ninja;Menu;US;pn.coins.6.1
114112554;18.10.2017 6:29;24.10.2017 6:11;1261;19;Деньги от Payment Ninja;EmptyLikes;US;pn.coins.6.1
114495950;10.11.2017 4:59;14.11.2017 20:16;1261;19;Деньги от Payment Ninja;EmptyLikes;IL;pn.coins.6.1
114314087;30.10.2017 19:29;11.11.2017 10:21;6292;147;Деньги от Payment Ninja;PopularUserBlockDialog;IT;pn..sub.vip.month.5
114414680;05.11.2017 18:57;12.11.2017 21:01;13273;147;Деньги от Google Play;LeftMenu;CL;com.topface.topface.sub.trial.vip.month.13
114131032;19.10.2017 13:55;21.10.2017 20:08;897;19;Деньги от Google Play;EmptyLikes;US;com.topface.topface.coins.6.1
114074853;15.10.2017 22:08;15.10.2017 23:24;2873;68;Деньги от PaymentWall (mobile);none;FR;com.topface.topface.buy.sms.vip.day.10
114310295;30.10.2017 15:22;30.10.2017 15:59;1261;19;Деньги от Payment Ninja;autorefill;ES;pn.coins.6.1
114453084;07.11.2017 15:43;08.11.2017 19:01;871;146;Деньги от Google Play;EmptyLikes;IL;com.topface.topface.sub.coins.month.6.1
114078860;16.10.2017 3:06;16.10.2017 18:24;6539;147;Деньги от Google Play;promo.key31;IT;com.topface.topface.sub.vip.month.5
114125688;19.10.2017 1:58;20.10.2017 16:12;845;146;Деньги от Google Play;EmptyLikes;US;com.topface.topface.sub.coins.month.6.1
114235098;26.10.2017 1:40;30.10.2017 9:01;1261;19;Деньги от Payment Ninja;EmptyLikes;IT;pn.coins.6.1
114086884;16.10.2017 16:01;16.10.2017 20:42;12610;19;Деньги от Payment Ninja;Menu;ES;pn.coins.100.10
114230107;25.10.2017 19:32;02.11.2017 1:55;12675;147;Деньги от Google Play;TrialVipPopup;FR;com.topface.topface.sub.trial.vip.month.10.v2
114084303;16.10.2017 12:51;24.10.2017 19:20;1261;19;Деньги от Payment Ninja;EmptyLikes;BE;pn.coins.6.1
114449450;07.11.2017 10:50;07.11.2017 10:58;4719;0;Деньги от Google Play;none;AU;com.topface.topface.sub.vip.month.5
114142687;20.10.2017 8:38;26.10.2017 8:53;689;146;Деньги от Google Play;EmptyLikes;GB;com.topface.topface.sub.coins.month.6.1
114246982;26.10.2017 20:47;31.10.2017 22:51;6292;147;Деньги от Google Play;PopularUserBlockDialog;DE;com.topface.topface.sub.vip.month.5
114117572;18.10.2017 15:17;25.10.2017 17:17;16835;147;Деньги от Google Play;TrialVipPopup;BE;com.topface.topface.sub.trial.vip.month.13
114425328;06.11.2017 4:21;06.11.2017 4:59;6292;147;Деньги от Payment Ninja;AutoReplyMessage;ES;pn..sub.vip.month.5
114139448;20.10.2017 1:03;27.10.2017 3:03;9087;147;Деньги от Google Play;TrialVipPopup;US;com.topface.topface.sub.trial.vip.month.10.v2
114112554;18.10.2017 6:29;31.10.2017 7:04;3783;67;Деньги от Payment Ninja;EmptyLikes;US;pn.likes.100.3
114301180;30.10.2017 0:21;03.11.2017 2:57;19513;146;Деньги от Google Play;EmptyLikes;DE;com.topface.topface.sub.coins.month.300.20
114301735;30.10.2017 0:53;30.10.2017 0:59;2717;67;Деньги от PaymentWall (mobile);none;FR;com.topface.topface.buy.sms.likes.1
114044118;14.10.2017 2:54;14.10.2017 16:50;897;146;Деньги от Google Play;EmptyLikes;US;com.topface.topface.sub.coins.month.6.1
114160923;21.10.2017 13:07;22.10.2017 14:46;6292;147;Деньги от Payment Ninja;LeftMenu;GB;pn..sub.vip.month.5
114461808;08.11.2017 1:08;08.11.2017 22:59;3042;19;Деньги от PaymentWall (mobile);none;BE;com.topface.topface.buy.sms.coins.30
114221941;25.10.2017 7:59;25.10.2017 10:39;741;146;Деньги от Google Play;Menu;IT;com.topface.topface.sub.coins.month.6.1
114112554;18.10.2017 6:29;22.10.2017 23:23;1261;19;Деньги от Payment Ninja;autorefill;US;pn.coins.6.1
114206206;24.10.2017 7:25;24.10.2017 23:53;6305;19;Деньги от Payment Ninja;EmptyLikes;CL;pn.coins.40.5
114125688;19.10.2017 1:58;20.10.2017 16:12;845;19;Деньги от Google Play;EmptyLikes;US;com.topface.topface.coins.6.1
114485209;09.11.2017 15:59;11.11.2017 14:55;4680;147;Деньги от Google Play;PopularUserChatBlock;US;com.topface.topface.sub.vip.month.5
114424186;06.11.2017 2:33;06.11.2017 2:40;9100;147;Деньги от Google Play;Dating;US;com.topface.topface.sub.vip.month.10
114123337;18.10.2017 22:22;19.10.2017 1:57;1261;19;Деньги от Payment Ninja;autorefill;IT;pn.coins.6.1
114345128;01.11.2017 18:51;06.11.2017 12:30;4537;147;Деньги от Google Play;AutoReplyMessage;US;com.topface.topface.sub.vip.month.5
114146584;20.10.2017 14:49;02.11.2017 6:11;6305;19;Деньги от Payment Ninja;autorefill;AR;pn.coins.40.5
114121118;18.10.2017 19:50;18.10.2017 19:55;6409;147;Деньги от Google Play;AutoReplyMessage;FR;com.topface.topface.sub.vip.month.5
114069697;15.10.2017 17:36;18.10.2017 1:12;6305;19;Деньги от Payment Ninja;EmptyLikes;US;pn.coins.40.5
114418458;05.11.2017 21:27;12.11.2017 23:28;12727;147;Деньги от Google Play;TrialVipPopup;US;com.topface.topface.sub.trial.vip.month.13
114202101;23.10.2017 23:05;26.10.2017 12:38;6292;147;Деньги от Payment Ninja;promo.key31;PT;pn..sub.vip.month.5
114218933;25.10.2017 0:49;25.10.2017 2:25;6292;147;Деньги от Payment Ninja;Dating;BE;pn..sub.vip.month.5
114258775;27.10.2017 16:03;03.11.2017 21:54;12766;147;Деньги от Google Play;TrialVipPopup;LT;com.topface.topface.sub.trial.vip.month.10.v2
114205265;24.10.2017 5:29;24.10.2017 5:58;4537;147;Деньги от Google Play;AutoReplyMessage;US;com.topface.topface.sub.vip.month.5
114202101;23.10.2017 23:05;25.10.2017 1:24;6305;19;Деньги от Payment Ninja;EmptyLikes;PT;pn.coins.40.5
114155408;21.10.2017 3:38;28.10.2017 5:38;12727;147;Деньги от Google Play;TrialVipPopup;US;com.topface.topface.sub.trial.vip.month.13
114314087;30.10.2017 19:29;13.11.2017 21:14;1261;19;Деньги от Payment Ninja;autorefill;IT;pn.coins.6.1
114201925;23.10.2017 22:53;31.10.2017 0:54;16653;147;Деньги от Google Play;TrialVipPopup;ES;com.topface.topface.sub.trial.vip.month.13
114114115;18.10.2017 9:55;25.10.2017 12:18;10699;147;Деньги от Google Play;TrialVipPopup;AR;com.topface.topface.sub.trial.vip.month.10.v2
114142687;20.10.2017 8:38;24.10.2017 8:33;2483;19;Деньги от PaymentWall (mobile);none;GB;com.topface.topface.buy.sms.coins.22
114320583;31.10.2017 4:43;03.11.2017 21:14;6305;19;Деньги от Payment Ninja;EmptyLikes;US;pn.coins.40.5
114445231;07.11.2017 3:04;07.11.2017 10:02;3900;146;Деньги от Google Play;EmptyLikes;IT;com.topface.topface.sub.coins.month.40.5
114214539;24.10.2017 19:38;25.10.2017 7:39;12818;147;Деньги от Google Play;TrialVipPopup;FR;com.topface.topface.sub.trial.vip.month.10.v2
114304261;30.10.2017 5:06;31.10.2017 18:40;897;146;Деньги от Google Play;Gifts;US;com.topface.topface.sub.coins.month.6.1
114453870;07.11.2017 16:38;14.11.2017 18:38;9087;147;Деньги от Google Play;TrialVipPopup;US;com.topface.topface.sub.trial.vip.month.10.v2
114210274;24.10.2017 14:22;01.11.2017 5:34;2015;19;Деньги от PaymentWall (mobile);none;PT;com.topface.topface.buy.sms.coins.30
114404156;05.11.2017 9:48;05.11.2017 9:49;4537;147;Деньги от Google Play;PopularUserBlockDialog;US;com.topface.topface.sub.vip.month.5
114146584;20.10.2017 14:49;28.10.2017 22:49;6305;19;Деньги от Payment Ninja;EmptyLikes;AR;pn.coins.40.5
114279667;28.10.2017 23:09;05.11.2017 1:15;9087;147;Деньги от Google Play;TrialVipPopup;US;com.topface.topface.sub.trial.vip.month.10.v2
114153697;21.10.2017 0:21;28.10.2017 2:21;12727;147;Деньги от Google Play;TrialVipPopup;US;com.topface.topface.sub.trial.vip.month.13
114485209;09.11.2017 15:59;13.11.2017 21:32;6305;19;Деньги от Payment Ninja;autorefill;US;pn.coins.40.5
114230009;25.10.2017 19:23;27.10.2017 2:14;12610;19;Деньги от Payment Ninja;EmptyLikes;US;pn.coins.100.10
114074007;15.10.2017 21:22;15.10.2017 21:35;2457;67;Деньги от Google Play;EmptyLikes;CL;com.topface.topface.likes.100.3
114078860;16.10.2017 3:06;17.10.2017 0:14;2366;67;Деньги от Google Play;Fans;IT;com.topface.topface.likes.100.3
114329076;31.10.2017 17:43;10.11.2017 14:17;12896;147;Деньги от Google Play;TrialVipPopup;IT;com.topface.topface.sub.trial.vip.month.10.v2
